"outcome","season","stage","match_id","home_team_goal","away_team_goal","country_name","league_name","home_buildUpPlaySpeed","home_buildUpPlayPassing","home_chanceCreationPassing","home_chanceCreationCrossing","home_chanceCreationShooting","home_defencePressure","home_defenceAggression","home_defenceTeamWidth","away_buildUpPlaySpeed","away_buildUpPlayPassing","away_chanceCreationPassing","away_chanceCreationCrossing","away_chanceCreationShooting","away_defencePressure","away_defenceAggression","away_defenceTeamWidth","home_buildUpPlayDribblingClass","home_buildUpPlayPositioningClass","home_chanceCreationPositioningClass","home_defenceDefenderLineClass","away_buildUpPlayDribblingClass","away_buildUpPlayPositioningClass","away_chanceCreationPositioningClass","away_defenceDefenderLineClass"
"A","2012/2013","6",1222749,0,1,"Netherlands","Netherlands Eredivisie",55,52,62,43,54,47,44,50,47,52,52,54,52,45,49,47,"1","2","2","1","1","2","2","1"
"A","2012/2013","6",1222751,1,2,"Netherlands","Netherlands Eredivisie",NA,NA,NA,NA,NA,NA,NA,NA,44,41,48,64,42,49,47,53,NA,NA,NA,NA,"1","2","2","1"
"D","2012/2013","6",1222753,1,1,"Netherlands","Netherlands Eredivisie",47,48,42,38,55,41,41,43,41,52,48,60,47,46,55,54,"1","2","2","1","1","2","2","1"
"D","2012/2013","6",1222754,0,0,"Netherlands","Netherlands Eredivisie",46,38,39,55,50,45,48,53,72,57,70,47,49,28,63,62,"1","2","2","1","1","2","2","1"
"H","2012/2013","6",1222757,1,0,"Netherlands","Netherlands Eredivisie",25,28,44,68,37,62,68,67,67,53,48,75,39,45,44,48,"1","2","2","1","1","2","2","1"
"D","2012/2013","6",1222758,1,1,"Netherlands","Netherlands Eredivisie",38,44,55,60,44,50,58,62,31,33,39,64,46,68,65,60,"1","2","2","1","1","2","1","1"
"D","2012/2013","6",1222760,1,1,"Netherlands","Netherlands Eredivisie",37,30,57,42,56,42,54,48,43,27,55,58,60,33,43,47,"1","2","2","1","1","2","2","1"
"H","2012/2013","6",1222761,2,1,"Netherlands","Netherlands Eredivisie",40,48,48,47,42,43,48,50,46,36,47,48,52,60,65,59,"1","2","2","1","1","2","2","1"
"H","2012/2013","6",1222763,3,0,"Netherlands","Netherlands Eredivisie",33,42,40,55,48,43,30,48,38,34,60,44,50,43,43,54,"1","2","2","1","1","2","2","1"
"H","2012/2013","7",1222765,2,0,"Netherlands","Netherlands Eredivisie",67,53,48,75,39,45,44,48,40,48,48,47,42,43,48,50,"1","2","2","1","1","2","2","1"
"H","2012/2013","7",1222766,5,1,"Netherlands","Netherlands Eredivisie",38,34,60,44,50,43,43,54,46,38,39,55,50,45,48,53,"1","2","2","1","1","2","2","1"
"A","2012/2013","7",1222767,1,2,"Netherlands","Netherlands Eredivisie",47,52,52,54,52,45,49,47,37,30,57,42,56,42,54,48,"1","2","2","1","1","2","2","1"
"D","2012/2013","7",1222770,3,3,"Netherlands","Netherlands Eredivisie",43,27,55,58,60,33,43,47,38,44,55,60,44,50,58,62,"1","2","2","1","1","2","2","1"
"H","2012/2013","7",1222772,1,0,"Netherlands","Netherlands Eredivisie",31,33,39,64,46,68,65,60,25,28,44,68,37,62,68,67,"1","2","1","1","1","2","2","1"
"D","2012/2013","7",1222775,3,3,"Netherlands","Netherlands Eredivisie",46,36,47,48,52,60,65,59,47,48,42,38,55,41,41,43,"1","2","2","1","1","2","2","1"
"A","2012/2013","7",1222777,0,1,"Netherlands","Netherlands Eredivisie",72,57,70,47,49,28,63,62,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","1",NA,NA,NA,NA
"H","2012/2013","7",1222779,3,2,"Netherlands","Netherlands Eredivisie",44,41,48,64,42,49,47,53,55,52,62,43,54,47,44,50,"1","2","2","1","1","2","2","1"
"A","2012/2013","7",1222780,0,6,"Netherlands","Netherlands Eredivisie",41,52,48,60,47,46,55,54,33,42,40,55,48,43,30,48,"1","2","2","1","1","2","2","1"
"D","2012/2013","8",1222782,1,1,"Netherlands","Netherlands Eredivisie",46,38,39,55,50,45,48,53,38,44,55,60,44,50,58,62,"1","2","2","1","1","2","2","1"
"H","2012/2013","8",1222784,1,0,"Netherlands","Netherlands Eredivisie",72,57,70,47,49,28,63,62,47,48,42,38,55,41,41,43,"1","2","2","1","1","2","2","1"
"A","2012/2013","8",1222785,0,3,"Netherlands","Netherlands Eredivisie",NA,NA,NA,NA,NA,NA,NA,NA,43,27,55,58,60,33,43,47,NA,NA,NA,NA,"1","2","2","1"
"H","2012/2013","8",1222786,3,0,"Netherlands","Netherlands Eredivisie",55,52,62,43,54,47,44,50,41,52,48,60,47,46,55,54,"1","2","2","1","1","2","2","1"
"D","2012/2013","8",1222788,1,1,"Netherlands","Netherlands Eredivisie",31,33,39,64,46,68,65,60,47,52,52,54,52,45,49,47,"1","2","1","1","1","2","2","1"
"H","2012/2013","8",1222790,4,0,"Netherlands","Netherlands Eredivisie",33,42,40,55,48,43,30,48,40,48,48,47,42,43,48,50,"1","2","2","1","1","2","2","1"
"D","2012/2013","8",1222792,2,2,"Netherlands","Netherlands Eredivisie",44,41,48,64,42,49,47,53,38,34,60,44,50,43,43,54,"1","2","2","1","1","2","2","1"
"D","2012/2013","8",1222795,3,3,"Netherlands","Netherlands Eredivisie",37,30,57,42,56,42,54,48,67,53,48,75,39,45,44,48,"1","2","2","1","1","2","2","1"
"H","2012/2013","8",1222796,3,0,"Netherlands","Netherlands Eredivisie",25,28,44,68,37,62,68,67,46,36,47,48,52,60,65,59,"1","2","2","1","1","2","2","1"
"D","2012/2013","9",1222799,3,3,"Netherlands","Netherlands Eredivisie",43,27,55,58,60,33,43,47,31,33,39,64,46,68,65,60,"1","2","2","1","1","2","1","1"
"D","2012/2013","9",1222801,1,1,"Netherlands","Netherlands Eredivisie",55,52,62,43,54,47,44,50,25,28,44,68,37,62,68,67,"1","2","2","1","1","2","2","1"
"A","2012/2013","9",1222803,0,3,"Netherlands","Netherlands Eredivisie",40,48,48,47,42,43,48,50,37,30,57,42,56,42,54,48,"1","2","2","1","1","2","2","1"
"H","2012/2013","9",1222804,3,2,"Netherlands","Netherlands Eredivisie",33,42,40,55,48,43,30,48,72,57,70,47,49,28,63,62,"1","2","2","1","1","2","2","1"
"A","2012/2013","9",1222805,0,2,"Netherlands","Netherlands Eredivisie",46,36,47,48,52,60,65,59,46,38,39,55,50,45,48,53,"1","2","2","1","1","2","2","1"
"A","2012/2013","9",1222808,1,2,"Netherlands","Netherlands Eredivisie",38,44,55,60,44,50,58,62,47,52,52,54,52,45,49,47,"1","2","2","1","1","2","2","1"
"A","2012/2013","9",1222810,1,2,"Netherlands","Netherlands Eredivisie",47,48,42,38,55,41,41,43,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","1",NA,NA,NA,NA
"A","2012/2013","9",1222813,2,3,"Netherlands","Netherlands Eredivisie",41,52,48,60,47,46,55,54,38,34,60,44,50,43,43,54,"1","2","2","1","1","2","2","1"
"H","2012/2013","9",1222815,3,0,"Netherlands","Netherlands Eredivisie",67,53,48,75,39,45,44,48,44,41,48,64,42,49,47,53,"1","2","2","1","1","2","2","1"
"H","2013/2014","1",1472973,3,0,"Netherlands","Netherlands Eredivisie",31,33,39,64,46,68,65,60,55,52,62,43,54,47,44,50,"1","2","1","1","1","2","2","1"
"H","2013/2014","1",1472974,4,2,"Netherlands","Netherlands Eredivisie",67,53,48,75,39,45,44,48,46,36,47,48,52,60,65,59,"1","2","2","1","1","2","2","1"
"A","2013/2014","1",1472975,1,4,"Netherlands","Netherlands Eredivisie",46,38,39,55,50,45,48,53,44,41,48,64,42,49,47,53,"1","2","2","1","1","2","2","1"
"A","2013/2014","1",1472976,2,3,"Netherlands","Netherlands Eredivisie",38,44,55,60,44,50,58,62,33,42,40,55,48,43,30,48,"1","2","2","1","1","2","2","1"
"D","2013/2014","1",1472977,0,0,"Netherlands","Netherlands Eredivisie",25,28,44,68,37,62,68,67,47,48,42,38,55,41,41,43,"1","2","2","1","1","2","2","1"
"D","2013/2014","1",1472978,0,0,"Netherlands","Netherlands Eredivisie",NA,NA,NA,NA,NA,NA,NA,NA,40,48,48,47,42,43,48,50,NA,NA,NA,NA,"1","2","2","1"
"H","2013/2014","1",1472979,2,1,"Netherlands","Netherlands Eredivisie",NA,NA,NA,NA,NA,NA,NA,NA,38,34,60,44,50,43,43,54,NA,NA,NA,NA,"1","2","2","1"
"H","2013/2014","1",1472980,3,1,"Netherlands","Netherlands Eredivisie",37,30,57,42,56,42,54,48,43,27,55,58,60,33,43,47,"1","2","2","1","1","2","2","1"
"D","2013/2014","1",1472981,1,1,"Netherlands","Netherlands Eredivisie",47,52,52,54,52,45,49,47,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","1",NA,NA,NA,NA
"D","2013/2014","10",1473104,2,2,"Netherlands","Netherlands Eredivisie",NA,NA,NA,NA,NA,NA,NA,NA,44,44,48,62,50,43,43,40,NA,NA,NA,NA,"1","2","2","1"
"H","2013/2014","10",1473105,1,0,"Netherlands","Netherlands Eredivisie",44,44,56,58,42,49,47,53,54,45,55,58,55,43,50,48,"1","2","2","1","1","2","2","1"
"D","2013/2014","10",1473106,1,1,"Netherlands","Netherlands Eredivisie",35,38,44,50,41,34,44,54,35,33,39,52,46,68,65,50,"1","2","1","1","1","1","1","1"
"H","2013/2014","10",1473107,4,2,"Netherlands","Netherlands Eredivisie",47,52,52,54,60,45,49,47,58,53,48,47,46,43,48,50,"1","2","2","1","1","2","2","1"
"A","2013/2014","10",1473108,1,2,"Netherlands","Netherlands Eredivisie",47,48,66,38,55,29,28,36,42,44,49,40,38,47,44,55,"1","2","2","1","1","2","2","1"
"H","2013/2014","10",1473109,3,1,"Netherlands","Netherlands Eredivisie",62,40,67,48,52,50,65,59,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","1",NA,NA,NA,NA
"A","2013/2014","10",1473110,2,3,"Netherlands","Netherlands Eredivisie",47,37,48,52,42,46,44,48,37,39,52,42,62,42,45,48,"1","2","2","1","1","2","2","1"
"D","2013/2014","10",1473111,1,1,"Netherlands","Netherlands Eredivisie",39,32,40,42,66,47,43,47,46,41,52,37,57,45,48,53,"1","2","1","1","1","2","2","1"
"H","2013/2014","10",1473112,6,1,"Netherlands","Netherlands Eredivisie",47,49,50,50,54,46,44,51,38,47,55,55,44,50,58,52,"1","2","2","1","1","2","2","1"
"H","2013/2014","11",1473113,2,1,"Netherlands","Netherlands Eredivisie",46,41,52,37,57,45,48,53,47,37,48,52,42,46,44,48,"1","2","2","1","1","2","2","1"
"H","2013/2014","11",1473114,3,2,"Netherlands","Netherlands Eredivisie",38,47,55,55,44,50,58,52,35,38,44,50,41,34,44,54,"1","2","2","1","1","2","1","1"
"D","2013/2014","11",1473115,0,0,"Netherlands","Netherlands Eredivisie",35,33,39,52,46,68,65,50,47,48,66,38,55,29,28,36,"1","1","1","1","1","2","2","1"
"H","2013/2014","11",1473116,3,1,"Netherlands","Netherlands Eredivisie",NA,NA,NA,NA,NA,NA,NA,NA,47,52,52,54,60,45,49,47,NA,NA,NA,NA,"1","2","2","1"
"H","2013/2014","11",1473117,5,0,"Netherlands","Netherlands Eredivisie",58,53,48,47,46,43,48,50,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","1",NA,NA,NA,NA
"A","2013/2014","11",1473118,1,2,"Netherlands","Netherlands Eredivisie",44,44,48,62,50,43,43,40,39,32,40,42,66,47,43,47,"1","2","2","1","1","2","1","1"
"A","2013/2014","11",1473119,0,2,"Netherlands","Netherlands Eredivisie",47,49,50,50,54,46,44,51,62,40,67,48,52,50,65,59,"1","2","2","1","1","2","2","1"
"H","2013/2014","11",1473120,2,1,"Netherlands","Netherlands Eredivisie",42,44,49,40,38,47,44,55,54,45,55,58,55,43,50,48,"1","2","2","1","1","2","2","1"
"D","2013/2014","11",1473121,2,2,"Netherlands","Netherlands Eredivisie",37,39,52,42,62,42,45,48,44,44,56,58,42,49,47,53,"1","2","2","1","1","2","2","1"
"H","2013/2014","12",1473122,3,0,"Netherlands","Netherlands Eredivisie",47,48,66,38,55,29,28,36,58,53,48,47,46,43,48,50,"1","2","2","1","1","2","2","1"
"A","2013/2014","12",1473123,0,1,"Netherlands","Netherlands Eredivisie",35,33,39,52,46,68,65,50,37,39,52,42,62,42,45,48,"1","1","1","1","1","2","2","1"
"H","2013/2014","12",1473124,2,0,"Netherlands","Netherlands Eredivisie",62,40,67,48,52,50,65,59,38,47,55,55,44,50,58,52,"1","2","2","1","1","2","2","1"
"D","2013/2014","12",1473125,1,1,"Netherlands","Netherlands Eredivisie",54,45,55,58,55,43,50,48,47,49,50,50,54,46,44,51,"1","2","2","1","1","2","2","1"
"D","2013/2014","12",1473126,2,2,"Netherlands","Netherlands Eredivisie",35,38,44,50,41,34,44,54,46,41,52,37,57,45,48,53,"1","2","1","1","1","2","2","1"
"A","2013/2014","12",1473127,0,2,"Netherlands","Netherlands Eredivisie",NA,NA,NA,NA,NA,NA,NA,NA,44,44,48,62,50,43,43,40,NA,NA,NA,NA,"1","2","2","1"
"D","2013/2014","12",1473128,1,1,"Netherlands","Netherlands Eredivisie",NA,NA,NA,NA,NA,NA,NA,NA,39,32,40,42,66,47,43,47,NA,NA,NA,NA,"1","2","1","1"
"D","2013/2014","12",1473129,3,3,"Netherlands","Netherlands Eredivisie",44,44,56,58,42,49,47,53,42,44,49,40,38,47,44,55,"1","2","2","1","1","2","2","1"
"H","2013/2014","12",1473130,2,0,"Netherlands","Netherlands Eredivisie",47,52,52,54,60,45,49,47,47,37,48,52,42,46,44,48,"1","2","2","1","1","2","2","1"
"H","2013/2014","13",1473131,5,2,"Netherlands","Netherlands Eredivisie",47,37,48,52,42,46,44,48,47,48,66,38,55,29,28,36,"1","2","2","1","1","2","2","1"
"H","2013/2014","13",1473132,3,0,"Netherlands","Netherlands Eredivisie",38,47,55,55,44,50,58,52,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","1",NA,NA,NA,NA
"A","2013/2014","13",1473133,0,3,"Netherlands","Netherlands Eredivisie",39,32,40,42,66,47,43,47,44,44,56,58,42,49,47,53,"1","2","1","1","1","2","2","1"
"H","2013/2014","13",1473134,2,1,"Netherlands","Netherlands Eredivisie",58,53,48,47,46,43,48,50,54,45,55,58,55,43,50,48,"1","2","2","1","1","2","2","1"
"A","2013/2014","13",1473135,1,4,"Netherlands","Netherlands Eredivisie",42,44,49,40,38,47,44,55,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","1",NA,NA,NA,NA
"D","2013/2014","13",1473136,2,2,"Netherlands","Netherlands Eredivisie",44,44,48,62,50,43,43,40,62,40,67,48,52,50,65,59,"1","2","2","1","1","2","2","1"
"A","2013/2014","13",1473137,0,3,"Netherlands","Netherlands Eredivisie",46,41,52,37,57,45,48,53,35,33,39,52,46,68,65,50,"1","2","2","1","1","1","1","1"
"D","2013/2014","13",1473138,1,1,"Netherlands","Netherlands Eredivisie",47,49,50,50,54,46,44,51,35,38,44,50,41,34,44,54,"1","2","2","1","1","2","1","1"
"H","2013/2014","13",1473139,3,1,"Netherlands","Netherlands Eredivisie",37,39,52,42,62,42,45,48,47,52,52,54,60,45,49,47,"1","2","2","1","1","2","2","1"
"H","2013/2014","14",1473140,3,0,"Netherlands","Netherlands Eredivisie",35,33,39,52,46,68,65,50,39,32,40,42,66,47,43,47,"1","1","1","1","1","2","1","1"
"D","2013/2014","14",1473141,2,2,"Netherlands","Netherlands Eredivisie",62,40,67,48,52,50,65,59,42,44,49,40,38,47,44,55,"1","2","2","1","1","2","2","1"
"H","2013/2014","14",1473142,2,1,"Netherlands","Netherlands Eredivisie",NA,NA,NA,NA,NA,NA,NA,NA,46,41,52,37,57,45,48,53,NA,NA,NA,NA,"1","2","2","1"
"A","2013/2014","14",1473143,0,3,"Netherlands","Netherlands Eredivisie",NA,NA,NA,NA,NA,NA,NA,NA,37,39,52,42,62,42,45,48,NA,NA,NA,NA,"1","2","2","1"
"D","2013/2014","14",1473144,1,1,"Netherlands","Netherlands Eredivisie",54,45,55,58,55,43,50,48,47,37,48,52,42,46,44,48,"1","2","2","1","1","2","2","1"
"D","2013/2014","14",1473145,0,0,"Netherlands","Netherlands Eredivisie",44,44,56,58,42,49,47,53,47,49,50,50,54,46,44,51,"1","2","2","1","1","2","2","1"
"H","2013/2014","14",1473146,5,2,"Netherlands","Netherlands Eredivisie",35,38,44,50,41,34,44,54,58,53,48,47,46,43,48,50,"1","2","1","1","1","2","2","1"
"H","2013/2014","14",1473147,3,0,"Netherlands","Netherlands Eredivisie",47,52,52,54,60,45,49,47,38,47,55,55,44,50,58,52,"1","2","2","1","1","2","2","1"
"H","2013/2014","14",1473148,1,0,"Netherlands","Netherlands Eredivisie",47,48,66,38,55,29,28,36,44,44,48,62,50,43,43,40,"1","2","2","1","1","2","2","1"
"A","2013/2014","15",1473149,1,2,"Netherlands","Netherlands Eredivisie",42,44,49,40,38,47,44,55,35,38,44,50,41,34,44,54,"1","2","2","1","1","2","1","1"
"H","2013/2014","15",1473150,3,1,"Netherlands","Netherlands Eredivisie",47,37,48,52,42,46,44,48,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","1",NA,NA,NA,NA
"D","2013/2014","15",1473151,2,2,"Netherlands","Netherlands Eredivisie",58,53,48,47,46,43,48,50,44,44,56,58,42,49,47,53,"1","2","2","1","1","2","2","1"
"H","2013/2014","15",1473152,3,2,"Netherlands","Netherlands Eredivisie",46,41,52,37,57,45,48,53,62,40,67,48,52,50,65,59,"1","2","2","1","1","2","2","1"
"D","2013/2014","15",1473153,1,1,"Netherlands","Netherlands Eredivisie",47,49,50,50,54,46,44,51,47,48,66,38,55,29,28,36,"1","2","2","1","1","2","2","1"
"A","2013/2014","15",1473154,0,4,"Netherlands","Netherlands Eredivisie",38,47,55,55,44,50,58,52,35,33,39,52,46,68,65,50,"1","2","2","1","1","1","1","1"
"H","2013/2014","15",1473155,3,1,"Netherlands","Netherlands Eredivisie",44,44,48,62,50,43,43,40,54,45,55,58,55,43,50,48,"1","2","2","1","1","2","2","1"
"A","2013/2014","15",1473156,1,2,"Netherlands","Netherlands Eredivisie",39,32,40,42,66,47,43,47,47,52,52,54,60,45,49,47,"1","2","1","1","1","2","2","1"
"H","2013/2014","15",1473157,3,0,"Netherlands","Netherlands Eredivisie",37,39,52,42,62,42,45,48,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","1",NA,NA,NA,NA
"H","2013/2014","16",1473158,2,0,"Netherlands","Netherlands Eredivisie",47,52,52,54,60,45,49,47,46,41,52,37,57,45,48,53,"1","2","2","1","1","2","2","1"
"H","2013/2014","16",1473159,4,0,"Netherlands","Netherlands Eredivisie",35,33,39,52,46,68,65,50,58,53,48,47,46,43,48,50,"1","1","1","1","1","2","2","1"
"A","2013/2014","16",1473160,1,2,"Netherlands","Netherlands Eredivisie",62,40,67,48,52,50,65,59,35,38,44,50,41,34,44,54,"1","2","2","1","1","2","1","1"
"A","2013/2014","16",1473161,2,6,"Netherlands","Netherlands Eredivisie",54,45,55,58,55,43,50,48,37,39,52,42,62,42,45,48,"1","2","2","1","1","2","2","1"
"D","2013/2014","16",1473162,2,2,"Netherlands","Netherlands Eredivisie",47,48,66,38,55,29,28,36,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","1",NA,NA,NA,NA
"H","2013/2014","16",1473163,4,1,"Netherlands","Netherlands Eredivisie",NA,NA,NA,NA,NA,NA,NA,NA,47,49,50,50,54,46,44,51,NA,NA,NA,NA,"1","2","2","1"
"A","2013/2014","16",1473164,1,2,"Netherlands","Netherlands Eredivisie",44,44,56,58,42,49,47,53,38,47,55,55,44,50,58,52,"1","2","2","1","1","2","2","1"
"A","2013/2014","16",1473165,1,2,"Netherlands","Netherlands Eredivisie",47,37,48,52,42,46,44,48,44,44,48,62,50,43,43,40,"1","2","2","1","1","2","2","1"
"A","2013/2014","16",1473166,1,3,"Netherlands","Netherlands Eredivisie",42,44,49,40,38,47,44,55,39,32,40,42,66,47,43,47,"1","2","2","1","1","2","1","1"
"A","2013/2014","17",1473167,1,2,"Netherlands","Netherlands Eredivisie",47,49,50,50,54,46,44,51,47,37,48,52,42,46,44,48,"1","2","2","1","1","2","2","1"
"A","2013/2014","17",1473168,1,2,"Netherlands","Netherlands Eredivisie",38,47,55,55,44,50,58,52,47,48,66,38,55,29,28,36,"1","2","2","1","1","2","2","1"
"H","2013/2014","17",1473169,4,3,"Netherlands","Netherlands Eredivisie",46,41,52,37,57,45,48,53,42,44,49,40,38,47,44,55,"1","2","2","1","1","2","2","1"
"H","2013/2014","17",1473170,3,1,"Netherlands","Netherlands Eredivisie",35,38,44,50,41,34,44,54,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","1","1",NA,NA,NA,NA
"H","2013/2014","17",1473171,3,2,"Netherlands","Netherlands Eredivisie",37,39,52,42,62,42,45,48,58,53,48,47,46,43,48,50,"1","2","2","1","1","2","2","1"
"A","2013/2014","17",1473172,1,2,"Netherlands","Netherlands Eredivisie",NA,NA,NA,NA,NA,NA,NA,NA,35,33,39,52,46,68,65,50,NA,NA,NA,NA,"1","1","1","1"
"H","2013/2014","17",1473173,1,0,"Netherlands","Netherlands Eredivisie",44,44,48,62,50,43,43,40,44,44,56,58,42,49,47,53,"1","2","2","1","1","2","2","1"
"H","2013/2014","17",1473174,2,0,"Netherlands","Netherlands Eredivisie",39,32,40,42,66,47,43,47,62,40,67,48,52,50,65,59,"1","2","1","1","1","2","2","1"
"A","2013/2014","17",1473175,1,5,"Netherlands","Netherlands Eredivisie",47,52,52,54,60,45,49,47,54,45,55,58,55,43,50,48,"1","2","2","1","1","2","2","1"
"D","2013/2014","18",1473176,1,1,"Netherlands","Netherlands Eredivisie",47,48,66,38,55,29,28,36,35,38,44,50,41,34,44,54,"1","2","2","1","1","2","1","1"
"A","2013/2014","18",1473177,1,5,"Netherlands","Netherlands Eredivisie",62,40,67,48,52,50,65,59,47,37,48,52,42,46,44,48,"1","2","2","1","1","2","2","1"
"H","2013/2014","18",1473178,3,0,"Netherlands","Netherlands Eredivisie",44,44,48,62,50,43,43,40,47,49,50,50,54,46,44,51,"1","2","2","1","1","2","2","1"
"H","2013/2014","18",1473179,5,2,"Netherlands","Netherlands Eredivisie",44,44,56,58,42,49,47,53,46,41,52,37,57,45,48,53,"1","2","2","1","1","2","2","1"
"D","2013/2014","18",1473180,2,2,"Netherlands","Netherlands Eredivisie",39,32,40,42,66,47,43,47,37,39,52,42,62,42,45,48,"1","2","1","1","1","2","2","1"
"H","2013/2014","18",1473181,2,1,"Netherlands","Netherlands Eredivisie",NA,NA,NA,NA,NA,NA,NA,NA,47,52,52,54,60,45,49,47,NA,NA,NA,NA,"1","2","2","1"
"H","2013/2014","18",1473182,1,0,"Netherlands","Netherlands Eredivisie",58,53,48,47,46,43,48,50,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","1",NA,NA,NA,NA
"H","2013/2014","18",1473183,2,0,"Netherlands","Netherlands Eredivisie",54,45,55,58,55,43,50,48,38,47,55,55,44,50,58,52,"1","2","2","1","1","2","2","1"
"A","2013/2014","18",1473184,1,2,"Netherlands","Netherlands Eredivisie",42,44,49,40,38,47,44,55,35,33,39,52,46,68,65,50,"1","2","2","1","1","1","1","1"
"H","2013/2014","19",1473185,3,1,"Netherlands","Netherlands Eredivisie",35,38,44,50,41,34,44,54,39,32,40,42,66,47,43,47,"1","2","1","1","1","2","1","1"
"H","2013/2014","19",1473186,3,0,"Netherlands","Netherlands Eredivisie",62,40,67,48,52,50,65,59,58,53,48,47,46,43,48,50,"1","2","2","1","1","2","2","1"
"D","2013/2014","19",1473187,2,2,"Netherlands","Netherlands Eredivisie",47,37,48,52,42,46,44,48,42,44,49,40,38,47,44,55,"1","2","2","1","1","2","2","1"
"A","2013/2014","19",1473188,1,2,"Netherlands","Netherlands Eredivisie",47,49,50,50,54,46,44,51,37,39,52,42,62,42,45,48,"1","2","2","1","1","2","2","1"
"D","2013/2014","19",1473189,1,1,"Netherlands","Netherlands Eredivisie",47,48,66,38,55,29,28,36,44,44,56,58,42,49,47,53,"1","2","2","1","1","2","2","1"
"H","2013/2014","19",1473190,1,0,"Netherlands","Netherlands Eredivisie",35,33,39,52,46,68,65,50,54,45,55,58,55,43,50,48,"1","1","1","1","1","2","2","1"
"H","2013/2014","19",1473191,2,0,"Netherlands","Netherlands Eredivisie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H","2013/2014","19",1473192,3,1,"Netherlands","Netherlands Eredivisie",46,41,52,37,57,45,48,53,38,47,55,55,44,50,58,52,"1","2","2","1","1","2","2","1"
"A","2013/2014","19",1473193,2,5,"Netherlands","Netherlands Eredivisie",47,52,52,54,60,45,49,47,44,44,48,62,50,43,43,40,"1","2","2","1","1","2","2","1"
"H","2013/2014","2",1473032,2,0,"Netherlands","Netherlands Eredivisie",55,52,62,43,54,47,44,50,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","1",NA,NA,NA,NA
"H","2013/2014","2",1473033,2,1,"Netherlands","Netherlands Eredivisie",NA,NA,NA,NA,NA,NA,NA,NA,38,44,55,60,44,50,58,62,NA,NA,NA,NA,"1","2","2","1"
"A","2013/2014","2",1473034,1,3,"Netherlands","Netherlands Eredivisie",43,27,55,58,60,33,43,47,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","1",NA,NA,NA,NA
"A","2013/2014","2",1473035,0,2,"Netherlands","Netherlands Eredivisie",40,48,48,47,42,43,48,50,67,53,48,75,39,45,44,48,"1","2","2","1","1","2","2","1"
"H","2013/2014","2",1473036,5,0,"Netherlands","Netherlands Eredivisie",33,42,40,55,48,43,30,48,46,38,39,55,50,45,48,53,"1","2","2","1","1","2","2","1"
"H","2013/2014","2",1473037,3,2,"Netherlands","Netherlands Eredivisie",46,36,47,48,52,60,65,59,31,33,39,64,46,68,65,60,"1","2","2","1","1","2","1","1"
"A","2013/2014","2",1473038,1,4,"Netherlands","Netherlands Eredivisie",38,34,60,44,50,43,43,54,25,28,44,68,37,62,68,67,"1","2","2","1","1","2","2","1"
"H","2013/2014","2",1473039,2,0,"Netherlands","Netherlands Eredivisie",44,41,48,64,42,49,47,53,47,52,52,54,52,45,49,47,"1","2","2","1","1","2","2","1"
"H","2013/2014","2",1473040,4,2,"Netherlands","Netherlands Eredivisie",47,48,42,38,55,41,41,43,37,30,57,42,56,42,54,48,"1","2","2","1","1","2","2","1"
"H","2013/2014","20",1473194,2,1,"Netherlands","Netherlands Eredivisie",39,32,40,42,66,47,43,47,47,48,66,38,55,29,28,36,"1","2","1","1","1","2","2","1"
"H","2013/2014","20",1473195,3,2,"Netherlands","Netherlands Eredivisie",38,47,55,55,44,50,58,52,44,44,48,62,50,43,43,40,"1","2","2","1","1","2","2","1"
"A","2013/2014","20",1473196,1,2,"Netherlands","Netherlands Eredivisie",58,53,48,47,46,43,48,50,47,49,50,50,54,46,44,51,"1","2","2","1","1","2","2","1"
"H","2013/2014","20",1473197,1,0,"Netherlands","Netherlands Eredivisie",54,45,55,58,55,43,50,48,62,40,67,48,52,50,65,59,"1","2","2","1","1","2","2","1"
"H","2013/2014","20",1473198,1,0,"Netherlands","Netherlands Eredivisie",42,44,49,40,38,47,44,55,47,52,52,54,60,45,49,47,"1","2","2","1","1","2","2","1"
"H","2013/2014","20",1473199,3,1,"Netherlands","Netherlands Eredivisie",NA,NA,NA,NA,NA,NA,NA,NA,47,37,48,52,42,46,44,48,NA,NA,NA,NA,"1","2","2","1"
